tumor_sample_barcode	allele	sig_1	sig_4	sig_5	smoke	clock
LUAD-B00523	G12C	0	0.45374449339207046	0.2885462555066079	0.45374449339207046	0.2885462555066079
TCGA-50-5933	G12C	0	0.43851132686084143	0.20550161812297738	0.43851132686084143	0.20550161812297738
TCGA-05-4403	G12C	0.1497005988023952	0.437125748502994	0.41317365269461076	0.437125748502994	0.562874251497006
TCGA-44-7659	G12C	0	0.43373493975903615	0.5	0.43373493975903615	0.5
CA9903	G12C	0	0.4309210526315789	0.24013157894736842	0.4309210526315789	0.24013157894736842
LUAD-B00859	G12C	0	0.42485549132947975	0.41329479768786126	0.42485549132947975	0.41329479768786126
TCGA-50-5936	G12C	0	0.4247787610619469	0	0.4247787610619469	0
TCGA-50-7109	G12C	0	0.4240282685512367	0.4664310954063604	0.4240282685512367	0.4664310954063604
LUAD-FH5PJ	G12C	0	0.42323651452282157	0.4605809128630705	0.42323651452282157	0.4605809128630705
TCGA-05-4405	G12C	0	0.4231678486997636	0.3215130023640662	0.4231678486997636	0.3215130023640662
TCGA-75-5126	G12C	0	0.4195710455764075	0	0.4195710455764075	0
LUAD-F00257	G12C	0.08064516129032258	0.41935483870967744	0.4161290322580645	0.41935483870967744	0.4967741935483871
TCGA-05-4249	G12C	0	0.41833810888252154	0.29799426934097417	0.41833810888252154	0.29799426934097417
LUAD-S01404	G12C	0.1407766990291262	0.4077669902912621	0.2815533980582524	0.4077669902912621	0.4223300970873786
TCGA-69-7978	G12C	0	0.40198863636363635	0.11931818181818182	0.40198863636363635	0.11931818181818182
TCGA-05-4250	G12C	0	0.3894736842105263	0.38684210526315793	0.3894736842105263	0.38684210526315793
TCGA-35-3615	G12C	0.10317460317460317	0.3888888888888889	0	0.3888888888888889	0.10317460317460317
TCGA-05-4418	G12C	0	0.38620689655172413	0.5482758620689655	0.38620689655172413	0.5482758620689655
TCGA-78-7148	G12C	0	0.38016528925619836	0.6198347107438017	0.38016528925619836	0.6198347107438017
TCGA-44-7671	G12C	0	0.3795620437956204	0.4051094890510949	0.3795620437956204	0.4051094890510949
TCGA-4B-A93V	G12C	0	0.37349397590361444	0.18072289156626506	0.37349397590361444	0.18072289156626506
TCGA-55-8207	G12C	0	0.36904761904761907	0.3660714285714286	0.36904761904761907	0.3660714285714286
TCGA-MP-A4TD	G12C	0.1	0.36666666666666664	0.5333333333333333	0.36666666666666664	0.6333333333333333
TCGA-97-7938	G12C	0	0.3646788990825688	0.21788990825688076	0.3646788990825688	0.21788990825688076
LUAD-B02515	G12C	0	0.3620689655172414	0.3620689655172414	0.3620689655172414	0.3620689655172414
TCGA-55-7914	G12C	0.1021505376344086	0.3602150537634409	0.43548387096774194	0.3602150537634409	0.5376344086021505
LUAD-S01467	G12C	0	0.35542168674698793	0.536144578313253	0.35542168674698793	0.536144578313253
LUAD-B01145	G12C	0.11023622047244094	0.3543307086614173	0.33858267716535434	0.3543307086614173	0.44881889763779526
LUAD-S01409	G12C	0	0.35048231511254024	0.3842443729903537	0.35048231511254024	0.3842443729903537
LU-FF62	G12C	0	0.34867042912032703	0	0.34867042912032703	0
LUAD-RT-S01721	G12C	0	0.3417085427135679	0.29396984924623115	0.3417085427135679	0.29396984924623115
TCGA-91-6849	G12C	0	0.3416666666666667	0	0.3416666666666667	0
TCGA-69-7973	G12C	0	0.3359375	0.2265625	0.3359375	0.2265625
TCGA-86-7713	G12C	0	0.3271604938271605	0.5740740740740741	0.3271604938271605	0.5740740740740741
TCGA-55-8615	G12C	0	0.31210191082802546	0.5668789808917197	0.31210191082802546	0.5668789808917197
BGI-WG15	G12C	0	0.3056943420956771	0	0.3056943420956771	0
TCGA-05-4244	G12C	0	0.30472103004291845	0.37768240343347637	0.30472103004291845	0.37768240343347637
M4945	G12C	0.05803571428571429	0.3013392857142857	0.4486607142857143	0.3013392857142857	0.5066964285714286
TCGA-73-7498	G12C	0	0.2888888888888889	0.6222222222222222	0.2888888888888889	0.6222222222222222
TCGA-64-1677	G12C	0	0.26053639846743293	0.3831417624521073	0.26053639846743293	0.3831417624521073
TCGA-J2-8194	G12C	0.08808290155440414	0.24870466321243523	0.33678756476683935	0.24870466321243523	0.4248704663212435
LUAD-U6SJ7	G12C	0	0.2485875706214689	0.5536723163841808	0.2485875706214689	0.5536723163841808
TCGA-MP-A4TE	G12C	0.24025974025974026	0.24675324675324675	0.2532467532467533	0.24675324675324675	0.49350649350649356
LUAD-LC15C	G12C	0	0.23376623376623376	0.4077922077922078	0.23376623376623376	0.4077922077922078
TCGA-MP-A4TI	G12C	0	0.22429906542056074	0.14330218068535824	0.22429906542056074	0.14330218068535824
TCGA-50-8459	G12C	0.06862745098039216	0.20588235294117646	0.5784313725490196	0.20588235294117646	0.6470588235294117
TCGA-55-8097	G12C	0.2857142857142857	0.19642857142857142	0.41964285714285715	0.19642857142857142	0.7053571428571428
TCGA-78-7539	G12C	0	0.1518578352180937	0.2035541195476575	0.1518578352180937	0.2035541195476575
TCGA-97-A4M5	G12C	0	0	0.25263157894736843	0	0.25263157894736843
TCGA-55-7726	G12C	0.28440366972477066	0	0	0	0.28440366972477066
LUAD-RT-S01852	G12C	0.12371134020618556	0	0.49484536082474223	0	0.6185567010309277
TCGA-44-A47F	G12C	0.09322033898305085	0	0.559322033898305	0	0.6525423728813559
TCGA-50-5051	G12C	0	0	0.8061224489795917	0	0.8061224489795917
TCGA-55-6983	G12C	0	0	0.8738738738738739	0	0.8738738738738739
LUAD-S00499	G12C	0.16216216216216214	0	0.8378378378378378	0	1
DO52367	G12C	0.05876921208938584	0	0.9412307879106142	0	1
TCGA-44-6776	G12D	0	0.691304347826087	0.30869565217391304	0.691304347826087	0.30869565217391304
TCGA-69-8253	G12D	0	0.5517241379310345	0.20689655172413793	0.5517241379310345	0.20689655172413793
LUAD-B00915	G12D	0	0.5357142857142857	0.25840336134453784	0.5357142857142857	0.25840336134453784
TCGA-62-8398	G12D	0.10526315789473684	0.47368421052631576	0.3263157894736842	0.47368421052631576	0.43157894736842106
TCGA-55-A494	G12D	0.1519434628975265	0.4628975265017668	0	0.4628975265017668	0.1519434628975265
HE3202	G12D	0	0.4080459770114942	0.22126436781609196	0.4080459770114942	0.22126436781609196
TCGA-17-Z060	G12D	0	0.36363636363636365	0.24363636363636362	0.36363636363636365	0.24363636363636362
DI6359	G12D	0	0.35267857142857145	0.19642857142857142	0.35267857142857145	0.19642857142857142
TCGA-MP-A4SY	G12D	0	0.3087557603686636	0.576036866359447	0.3087557603686636	0.576036866359447
TCGA-69-8254	G12D	0.1595744680851064	0.30851063829787234	0.5319148936170213	0.30851063829787234	0.6914893617021276
TCGA-NJ-A4YG	G12D	0.09326424870466322	0.305699481865285	0.2746113989637306	0.305699481865285	0.3678756476683938
TCGA-78-7160	G12D	0	0.2711864406779661	0.6440677966101694	0.2711864406779661	0.6440677966101694
TCGA-86-8056	G12D	0	0.25892857142857145	0.21726190476190477	0.25892857142857145	0.21726190476190477
LUAD-S01482	G12D	0.04487179487179487	0.2564102564102564	0.23076923076923078	0.2564102564102564	0.27564102564102566
TCGA-J2-A4AG	G12D	0.13725490196078433	0.24509803921568626	0.38235294117647056	0.24509803921568626	0.5196078431372548
TCGA-44-A47A	G12D	0.06296296296296296	0.17777777777777778	0.3	0.17777777777777778	0.36296296296296293
TCGA-MP-A4T8	G12D	0	0.16923076923076924	0.5923076923076923	0.16923076923076924	0.5923076923076923
LUAD-CHTN-3090346	G12D	0.06339468302658487	0.1329243353783231	0.38445807770961143	0.1329243353783231	0.4478527607361963
LU-FF67	G12D	0.3059190863729313	0	0.3429544040682102	0	0.6488734904411415
TCGA-86-8076	G12D	0.1891891891891892	0	0.5	0	0.6891891891891893
TCGA-93-A4JO	G12D	0	0	0.734375	0	0.734375
LU-FF104	G12D	0	0	0.7963591359593692	0	0.7963591359593692
TCGA-55-7284	G12D	0.813953488372093	0	0	0	0.813953488372093
TCGA-86-7953	G12D	0	0	0.864406779661017	0	0.864406779661017
TCGA-49-4510	G12D	0	0	0.8958333333333334	0	0.8958333333333334
TCGA-75-7030	G12D	1	0	0	0	1
TCGA-55-7576	G12S	0	0.4790286975717439	0.5209713024282561	0.4790286975717439	0.5209713024282561
TCGA-44-3917	G12S	0	0.40942028985507245	0.43115942028985504	0.40942028985507245	0.43115942028985504
TCGA-97-8176	G12S	0.06372549019607843	0.3333333333333333	0.30392156862745096	0.3333333333333333	0.3676470588235294
TCGA-78-8655	G12S	0.12380952380952383	0.3238095238095238	0.5523809523809524	0.3238095238095238	0.6761904761904762
AL4602	G12S	0	0.29333333333333333	0.7066666666666667	0.29333333333333333	0.7066666666666667
TCGA-55-7283	G12S	0.16117216117216118	0.27106227106227104	0.326007326007326	0.27106227106227104	0.4871794871794872
TCGA-MP-A4T7	G12V	0.14035087719298245	0.8596491228070176	0	0.8596491228070176	0.14035087719298245
TCGA-55-7815	G12V	0.13333333333333333	0.806060606060606	0	0.806060606060606	0.13333333333333333
SC6470	G12V	0.11594202898550723	0.7681159420289855	0	0.7681159420289855	0.11594202898550723
TCGA-55-7728	G12V	0.24	0.76	0	0.76	0.24
TCGA-95-A4VN	G12V	0	0.7125984251968503	0	0.7125984251968503	0
TCGA-86-8054	G12V	0	0.6715328467153284	0.26277372262773724	0.6715328467153284	0.26277372262773724
LUAD-E01278	G12V	0	0.6631944444444444	0.19097222222222224	0.6631944444444444	0.19097222222222224
TCGA-05-4390	G12V	0	0.6623376623376623	0.12337662337662338	0.6623376623376623	0.12337662337662338
TCGA-44-6145	G12V	0	0.6565934065934067	0	0.6565934065934067	0
TCGA-49-AARQ	G12V	0	0.6494845360824743	0.11855670103092784	0.6494845360824743	0.11855670103092784
TCGA-97-7554	G12V	0	0.6481481481481481	0.22962962962962963	0.6481481481481481	0.22962962962962963
TCGA-55-6970	G12V	0	0.6425120772946861	0.35748792270531404	0.6425120772946861	0.35748792270531404
TCGA-55-6642	G12V	0	0.5984848484848485	0.4015151515151515	0.5984848484848485	0.4015151515151515
TCGA-67-3773	G12V	0.06194690265486725	0.584070796460177	0.30088495575221236	0.584070796460177	0.3628318584070796
TCGA-MP-A4TK	G12V	0	0.5463917525773196	0.09278350515463918	0.5463917525773196	0.09278350515463918
TCGA-L9-A443	G12V	0	0.5416666666666666	0.2537878787878788	0.5416666666666666	0.2537878787878788
TCGA-95-A4VP	G12V	0	0.5394736842105263	0.46052631578947373	0.5394736842105263	0.46052631578947373
TCGA-17-Z033	G12V	0	0.5260663507109005	0	0.5260663507109005	0
TCGA-05-4427	G12V	0	0.5249077490774908	0.20110701107011072	0.5249077490774908	0.20110701107011072
TCGA-75-7027	G12V	0	0.5244755244755245	0.1888111888111888	0.5244755244755245	0.1888111888111888
TCGA-86-A456	G12V	0	0.5051020408163266	0.2525510204081633	0.5051020408163266	0.2525510204081633
RI1933	G12V	0	0.49324324324324326	0.25900900900900903	0.49324324324324326	0.25900900900900903
TCGA-17-Z010	G12V	0	0.4817073170731707	0	0.4817073170731707	0
LUAD_E00623	G12V	0	0.47959183673469385	0.29591836734693877	0.47959183673469385	0.29591836734693877
TCGA-44-7661	G12V	0	0.46969696969696967	0	0.46969696969696967	0
TCGA-95-A4VK	G12V	0	0.46853146853146854	0.3776223776223776	0.46853146853146854	0.3776223776223776
TCGA-91-6828	G12V	0	0.4684385382059801	0.2990033222591362	0.4684385382059801	0.2990033222591362
TCGA-78-7161	G12V	0	0.46534653465346537	0.5346534653465347	0.46534653465346537	0.5346534653465347
TCGA-MP-A4T4	G12V	0	0.4582278481012658	0.33164556962025316	0.4582278481012658	0.33164556962025316
TCGA-55-7911	G12V	0	0.45490196078431366	0.3254901960784314	0.45490196078431366	0.3254901960784314
TCGA-55-7725	G12V	0	0.4468085106382979	0.425531914893617	0.4468085106382979	0.425531914893617
LUAD-S00484	G12V	0	0.4301369863013699	0.24109589041095889	0.4301369863013699	0.24109589041095889
LUAD-E01217	G12V	0	0.41680446262473647	0	0.41680446262473647	0
LUAD-S01354	G12V	0	0.3924731182795699	0.4946236559139785	0.3924731182795699	0.4946236559139785
LU-FF85	G12V	0	0.34000590961035587	0	0.34000590961035587	0
TCGA-05-4395	G12V	0	0.3392857142857143	0.33035714285714285	0.3392857142857143	0.33035714285714285
TCGA-78-7167	G12V	0.11888111888111888	0.30769230769230765	0.2727272727272727	0.30769230769230765	0.39160839160839156
TCGA-55-8090	G12V	0	0.29347826086956524	0.7065217391304348	0.29347826086956524	0.7065217391304348
TCGA-17-Z020	G12V	0	0.2875816993464052	0.39215686274509803	0.2875816993464052	0.39215686274509803
BGI-WG01	G12V	0	0.2840488749048613	0	0.2840488749048613	0
TCGA-95-7567	G12V	0	0.20837390457643623	0.011684518013631937	0.20837390457643623	0.011684518013631937
TCGA-93-8067	G12V	0	0.1715210355987055	0	0.1715210355987055	0
TCGA-17-Z050	G12V	0	0.11158798283261802	0.5493562231759657	0.11158798283261802	0.5493562231759657
TCGA-86-A4JF	G12V	0.06230529595015577	0.09906542056074767	0.26542056074766357	0.09906542056074767	0.32772585669781934
TCGA-78-7540	G12V	0	0	0	0	0
TCGA-44-6146	G12V	0.2641509433962264	0	0.6792452830188679	0	0.9433962264150944
TCGA-05-4433	G12V	1	0	0	0	1
TCGA-55-8512	G12V	0	0	1	0	1
TCGA-86-8674	G13C	0	0.7261538461538461	0.14153846153846153	0.7261538461538461	0.14153846153846153
LUAD-D01603	G13C	0	0.6197564276048714	0.2165087956698241	0.6197564276048714	0.2165087956698241
TCGA-17-Z017	G13C	0	0.5119047619047619	0.25	0.5119047619047619	0.25
LUAD-B02077	G13C	0	0.494661921708185	0.30249110320284694	0.494661921708185	0.30249110320284694
LUAD-S01357	G13C	0	0.49202127659574463	0.20279255319148937	0.49202127659574463	0.20279255319148937
TCGA-55-8094	G13C	0	0.41612200435729846	0.25708061002178645	0.41612200435729846	0.25708061002178645
TCGA-99-8033	G13C	0	0.4117647058823529	0.5196078431372548	0.4117647058823529	0.5196078431372548
TCGA-55-6975	G13C	0.10638297872340426	0.40425531914893614	0.3617021276595745	0.40425531914893614	0.46808510638297873
TCGA-55-7910	G13C	0	0.3867924528301887	0.3050314465408805	0.3867924528301887	0.3050314465408805
TCGA-99-8025	G13C	0	0.27843803056027167	0.3599320882852292	0.27843803056027167	0.3599320882852292
LUAD-VUMN6	G13D	0	0.46418338108882523	0.1346704871060172	0.46418338108882523	0.1346704871060172
TCGA-75-6206	G13D	0	0.42592592592592593	0.4351851851851852	0.42592592592592593	0.4351851851851852
TCGA-49-4506	G13D	0	0.4242424242424242	0.5757575757575758	0.4242424242424242	0.5757575757575758
TCGA-62-A46S	G13D	0.16153846153846155	0.23846153846153847	0.47692307692307695	0.23846153846153847	0.6384615384615385
TCGA-69-7974	Q61H	0	0.3688969258589512	0.3074141048824593	0.3688969258589512	0.3074141048824593
LUAD-S00486	Q61H	0	0.24	0.6849999999999999	0.24	0.6849999999999999
BGI-WG23	Q61K	0	0.20416884904441465	0.32875197605112066	0.20416884904441465	0.32875197605112066
TCGA-64-5775	Q61L	0	0.49375	0.3	0.49375	0.3
TCGA-17-Z014	Q61L	0	0.4867075664621677	0.1083844580777096	0.4867075664621677	0.1083844580777096
TCGA-64-5815	Q61L	0	0.36945812807881767	0.3251231527093596	0.36945812807881767	0.3251231527093596
LUAD-NYU184	WT	0	1	0	1	0
TCGA-50-5045	WT	0	1	0	1	0
TCGA-99-AA5R	WT	0	1	0	1	0
LUAD_E00945	WT	0	0.9230769230769231	0	0.9230769230769231	0
TCGA-17-Z011	WT	0	0.8617886178861789	0	0.8617886178861789	0
TCGA-44-6774	WT	0	0.774928774928775	0	0.774928774928775	0
LUAD-NYU263	WT	0	0.7695652173913043	0.14782608695652175	0.7695652173913043	0.14782608695652175
TCGA-97-8179	WT	0	0.7647058823529411	0.17647058823529413	0.7647058823529411	0.17647058823529413
LUAD-NYU282	WT	0	0.761904761904762	0	0.761904761904762	0
TCGA-L9-A444	WT	0	0.7380560131795716	0.1630971993410214	0.7380560131795716	0.1630971993410214
LUAD-5V8LT	WT	0	0.7191011235955057	0	0.7191011235955057	0
TCGA-49-6744	WT	0	0.7103174603174603	0.28968253968253965	0.7103174603174603	0.28968253968253965
TCGA-NJ-A4YQ	WT	0	0.6903729401561145	0.19080659150043364	0.6903729401561145	0.19080659150043364
TCGA-NJ-A4YF	WT	0	0.6889880952380952	0	0.6889880952380952	0
TCGA-MP-A4TC	WT	0	0.6888111888111889	0.21328671328671328	0.6888111888111889	0.21328671328671328
TCGA-L9-A7SV	WT	0	0.6882245271507016	0	0.6882245271507016	0
TCGA-38-4631	WT	0	0.687960687960688	0.1511056511056511	0.687960687960688	0.1511056511056511
TCGA-55-A48X	WT	0	0.6879271070615034	0.1776765375854214	0.6879271070615034	0.1776765375854214
TCGA-69-7979	WT	0	0.6865771812080537	0.1181208053691275	0.6865771812080537	0.1181208053691275
TCGA-50-5930	WT	0	0.6829694323144105	0	0.6829694323144105	0
TCGA-86-8073	WT	0	0.6762928139691068	0	0.6762928139691068	0
TCGA-44-8120	WT	0	0.6711409395973154	0.32885906040268453	0.6711409395973154	0.32885906040268453
LUAD-RT-S01700	WT	0	0.6694560669456067	0	0.6694560669456067	0
TCGA-73-A9RS	WT	0	0.6577540106951872	0	0.6577540106951872	0
TCGA-78-7537	WT	0	0.6524390243902439	0.23170731707317074	0.6524390243902439	0.23170731707317074
TCGA-49-AAR9	WT	0	0.6512968299711815	0.2017291066282421	0.6512968299711815	0.2017291066282421
TCGA-50-6594	WT	0	0.6507352941176471	0.1838235294117647	0.6507352941176471	0.1838235294117647
LU-A08-43	WT	0	0.65	0	0.65	0
TCGA-97-7546	WT	0	0.6491803278688525	0.35081967213114756	0.6491803278688525	0.35081967213114756
TCGA-50-5049	WT	0	0.6476306196840826	0.1117861482381531	0.6476306196840826	0.1117861482381531
TCGA-L4-A4E5	WT	0	0.6454293628808865	0.15235457063711913	0.6454293628808865	0.15235457063711913
TCGA-55-A4DG	WT	0	0.6434782608695652	0.2028985507246377	0.6434782608695652	0.2028985507246377
TCGA-49-6767	WT	0	0.6424361493123772	0.2770137524557957	0.6424361493123772	0.2770137524557957
TCGA-49-AAR2	WT	0	0.6420323325635103	0	0.6420323325635103	0
TCGA-73-4659	WT	0	0.6386861313868614	0.25547445255474455	0.6386861313868614	0.25547445255474455
TCGA-NJ-A55A	WT	0	0.6384615384615384	0.3615384615384615	0.6384615384615384	0.3615384615384615
TCGA-44-3918	WT	0	0.6363636363636364	0	0.6363636363636364	0
TCGA-64-1676	WT	0	0.6312500000000001	0.1953125	0.6312500000000001	0.1953125
TCGA-73-4668	WT	0	0.6298003072196621	0.14746543778801843	0.6298003072196621	0.14746543778801843
TCGA-64-1679	WT	0	0.6272577996715928	0	0.6272577996715928	0
LUAD-NYU1219	WT	0	0.624	0.17600000000000002	0.624	0.17600000000000002
TCGA-64-5781	WT	0	0.6200331125827815	0.19039735099337748	0.6200331125827815	0.19039735099337748
TCGA-S2-AA1A	WT	0	0.6190476190476191	0	0.6190476190476191	0
TCGA-44-6778	WT	0	0.6187624750499002	0.1437125748502994	0.6187624750499002	0.1437125748502994
TCGA-38-4626	WT	0	0.6158357771260997	0	0.6158357771260997	0
TCGA-49-AARE	WT	0	0.6134393063583815	0.20014450867052025	0.6134393063583815	0.20014450867052025
TCGA-44-A479	WT	0	0.6124999999999999	0	0.6124999999999999	0
TCGA-95-7043	WT	0	0.6085836909871244	0.16566523605150216	0.6085836909871244	0.16566523605150216
TCGA-05-4410	WT	0	0.6084142394822006	0.08576051779935276	0.6084142394822006	0.08576051779935276
TCGA-05-4382	WT	0	0.6083423618634887	0	0.6083423618634887	0
TCGA-97-A4M7	WT	0	0.6074766355140186	0	0.6074766355140186	0
TCGA-17-Z009	WT	0	0.6041666666666666	0	0.6041666666666666	0
TCGA-53-A4EZ	WT	0	0.6033210332103321	0.3966789667896679	0.6033210332103321	0.3966789667896679
LUAD-RT-S01813	WT	0	0.5952813067150635	0.10707803992740472	0.5952813067150635	0.10707803992740472
LUAD-B01811	WT	0	0.5947643979057592	0.12356020942408376	0.5947643979057592	0.12356020942408376
TCGA-86-8358	WT	0	0.5936482084690554	0.2231270358306189	0.5936482084690554	0.2231270358306189
SC0899	WT	0	0.5936395759717314	0	0.5936395759717314	0
TCGA-86-8279	WT	0	0.5936395759717314	0.16431095406360421	0.5936395759717314	0.16431095406360421
TCGA-99-7458	WT	0	0.5922330097087379	0.32038834951456313	0.5922330097087379	0.32038834951456313
LUAD-NYU160	WT	0	0.5905511811023623	0.4094488188976378	0.5905511811023623	0.4094488188976378
TCGA-05-5425	WT	0	0.5874635568513119	0.2215743440233236	0.5874635568513119	0.2215743440233236
TCGA-55-7994	WT	0	0.5871617369414726	0.2548772813089994	0.5871617369414726	0.2548772813089994
TCGA-17-Z030	WT	0	0.5849387040280211	0.15586690017513133	0.5849387040280211	0.15586690017513133
TCGA-17-Z031	WT	0	0.5832990538872892	0.12916495269436445	0.5832990538872892	0.12916495269436445
LUAD-B01169	WT	0	0.5819209039548022	0.2711864406779661	0.5819209039548022	0.2711864406779661
TCGA-75-5146	WT	0	0.578125	0.20833333333333331	0.578125	0.20833333333333331
TCGA-44-7670	WT	0	0.5774410774410774	0	0.5774410774410774	0
TCGA-05-4384	WT	0	0.5748502994011976	0.3473053892215569	0.5748502994011976	0.3473053892215569
TCGA-97-7553	WT	0.425531914893617	0.574468085106383	0	0.574468085106383	0.425531914893617
TCGA-44-2656	WT	0	0.571875	0.13645833333333335	0.571875	0.13645833333333335
LUAD-NYU1021	WT	0.05714285714285714	0.5673469387755102	0.2612244897959184	0.5673469387755102	0.31836734693877555
TCGA-MN-A4N4	WT	0	0.5660264105642256	0	0.5660264105642256	0
TCGA-95-7039	WT	0	0.565897244973939	0.19434102755026064	0.565897244973939	0.19434102755026064
TCGA-55-8507	WT	0	0.5657142857142857	0.17714285714285713	0.5657142857142857	0.17714285714285713
TCGA-44-5644	WT	0	0.5656279508970727	0.1567516525023607	0.5656279508970727	0.1567516525023607
TCGA-78-7220	WT	0	0.5655391120507399	0.21141649048625794	0.5655391120507399	0.21141649048625794
TCGA-44-2655	WT	0	0.5643564356435643	0	0.5643564356435643	0
