cancer	hugo_symbol	gene_cls	wt_ach_000015	wt_ach_000021	wt_ach_000143	g12v_ach_000251	wt_ach_000261	g12c_ach_000311	wt_ach_000337	wt_ach_000390	wt_ach_000395	wt_ach_000416	wt_ach_000434	g12c_ach_000444	wt_ach_000448	wt_ach_000454	wt_ach_000481	g12c_ach_000496	g12c_ach_000511	g12c_ach_000521	wt_ach_000528	wt_ach_000585	wt_ach_000589	g12v_ach_000596	wt_ach_000627	g12v_ach_000638	g12v_ach_000662	wt_ach_000665	g12c_ach_000677	wt_ach_000700	wt_ach_000706	wt_ach_000747	wt_ach_000766	wt_ach_000769	wt_ach_000781	wt_ach_000785	wt_ach_000787	wt_ach_000837	wt_ach_000840	wt_ach_000843	wt_ach_000853	wt_ach_000858	g12c_ach_000861	wt_ach_000867	wt_ach_000869	wt_ach_000888	g12c_ach_000900	wt_ach_000901	wt_ach_000929	wt_ach_000975	wt_ach_001075
LUAD	CDHR3	1	-0.157811114864	-0.192290882724	-0.0586342561615	0.0623181008438	0.0166254201942	-0.0386729039238	-0.0553812467911	-0.152947974455	-0.169928071689	-0.0521466180439	-0.212127414633	-0.124694746855	-0.0198499584279	0.145350462341	-0.0518194508903	-0.0867265730848	-0.0467217111259	0.0206326659135	-0.00456849744669	-0.0827081597812	0.0982511430493	-0.0716331004387	-0.0841609837849	0.128919909115	0.417873130965	-0.0722402258124	0.142084903152	0.140042321558	-0.0937652852252	0.11169885767	-0.0995034919227	-0.161833438184	0.0711901864473	0.0829030099699	0.00252780937605	-0.084354665113399993	-0.0962803545601	0.0154646378622	0.0143900392206	-0.0687012323549	0.0143711273049	-0.0333978977564	-0.168003378452	-0.0914093626029	0.160775794835	-0.0359442972243	0.008792335282	0.0856302546161	-0.138076522867
LUAD	CHM	1	-0.191226878364	-0.262182887798	-0.150471511366	-0.0160755876737	-0.289546090475	-0.307962649857	-0.3471368476	-0.168319932698	-0.234772298868	-0.253113735721	-0.219005442293	NA	-0.241176773939	NA	-0.15653248007	-0.0973101444606	-0.199292071666	-0.278776514855	-0.208554493257	-0.171021791909	-0.242964239072	-0.0826761096907	-0.235101363174	-0.193732507094	0.106728534145	-0.306349361233	-0.357694863024	-0.522484313725	-0.280840487754	-0.109856664295	-0.265680817561	-0.0719896485061	-0.198207651231	-0.214157377251	-0.245932165925	NA	0.0506208548702	-0.176936483759	-0.134772841137	-0.161362815011	-0.240980991027	-0.262286889239	-0.15092561118	-0.192904202441	-0.273553353436	NA	-0.0385272821853	-0.225143826906	-0.0521689616538
LUAD	CHMP4A	1	-0.0507776084552	-0.166807112606	-0.0577276479384	0.0902984859351	-0.17393897735	-0.360206746049	-0.132753768501	-0.261444210681	-0.13437503527	-0.0604078639915	0.0351578805763	-0.0169575252582	-0.171974414128	-0.305182075057	-0.404941180066	-0.0950211876103	-0.160458729761	-0.195950777604	-0.139084414675	-0.0295809769164	-0.156831267984	0.0837141251609	-0.0913562926969	-0.217792225381	0.105500162781	-0.0734915957928	-0.283619024688	-0.14877069415	-0.136956006508	-0.130031433817	-0.258749982268	-0.134719700239	-0.125413650012	-0.0286278447767	-0.18125469746	-0.122573274356	-0.11716117175	-0.114231230065	-0.256609094498	-0.177017904162	-0.18964803546	-0.152166903093	-0.165285626416	-0.0596051530969	-0.266870927437	-0.0673113646909	0.032291245487	-0.0672370359659	-0.151851626732
LUAD	COPB1	1	-1.78359121532	-1.90929898345	-1.6459647891	-1.55749884473	-1.52297195527	-2.04947612911	-1.70977161839	-1.73482745847	-1.81478598508	-1.73887907739	-1.38514855115	-1.70420901134	-1.71251085713	-1.97435161607	-1.85337649618	-2.12854373359	-1.62480027516	-1.84449364809	-1.96921671801	-1.80196881518	-1.93396434413	-1.50946334747	-1.72285850189	-1.6229701375	-1.75264774809	-1.57512599688	-2.08874855242	-1.81680587429	-1.72829085894	-1.80850127119	-1.82243713067	-1.93379357463	-1.8626465846	-2.1031225511	-1.59553625608	-1.4736300176	-1.68845158012	-1.85780397536	-1.58512099844	-1.59035703016	-1.94550348902	-2.01403898452	-1.84847256595	-1.88642350175	-1.93531613151	-1.70130065747	-1.65250009354	-1.77431078117	-1.55721479249
LUAD	DCAKD	1	-0.158727436412	-0.132850772094	-0.203236365073	-0.0910989787999	-0.200671205595	-0.54529921347700006	-0.31839337778	-0.273725392238	-0.164502119359	-0.218023750907	-0.0110223735113	-0.361421155339	-0.164258149261	0.0430824112487	-0.217174274214	-0.315453551107	-0.244724629084	-0.491564148545	-0.206698505424	-0.262865253303	-0.179020877334	-0.307492860877	-0.355912598703	-0.250622527246	-0.0990012165653	-0.122584381832	-0.136453151292	-0.175705457795	-0.320838871897	-0.41547466421	-0.429583848927	-0.0611661975838	-0.31631182606	-0.140205824921	-0.209531708874	-0.31967025454	-0.166202943778	-0.256362984424	-0.148238722593	-0.225136671969	-0.276333674311	-0.19819519793	-0.134711636436	-0.144634690162	-0.383410018999	-0.364366180892	-0.0920321786535	-0.21223507129	-0.145299486518
LUAD	DNAJC18	1	-0.0438417836579	0.125024695766	0.239878982573	0.366155519272	0.10227388291	-0.00357913523847	0.0602564823251	1.66828265931e-6	0.142349760431	0.148192739929	0.0659389377319	0.13108531324	0.316488362639	-0.133529528816	0.127890851563	0.174460890398	0.124788785658	0.132497984212	0.116789853543	0.151771176366	0.170772099703	0.24846324687	0.0809763062841	0.072605437516	0.433242461806	0.0815979901642	0.148924588082	0.00230315737365	0.0865379166221	0.0416965458358	0.140918294819	0.056878379956	0.0725208069821	0.0807967687512	0.159265683019	0.018018527136499998	0.15541667557	0.0897600665807	0.212945887242	0.0378088236785	0.0308314354134	0.130479493007	0.115896315041	0.0594044510762	0.0341888744834	0.101517866262	0.379086112988	0.196582537653	0.0244312359063
LUAD	DPY19L1	1	0.0412255458121	0.15467771847	0.0147442295432	0.376094792698	-0.016919630661	-0.165397861636	0.0951195833301	0.0639155985226	-0.267289445924	-0.117049149437	0.0392512831868	0.0222698401559	-0.154185275229	-0.107100852741	0.0164906763216	-0.216408783068	-0.013607047466	-0.0304055605882	-0.107202948444	0.164593614257	-0.11935903662	0.384177554122	0.0899964390888	0.0544448964566	-0.0774532134596	0.233374502621	0.103756577582	0.144848498584	0.099946482035	0.0993020022669	-0.0991227695117	0.135189044074	-0.0722242914972	-0.0868992339011	0.0730002693479	0.0115335923031	0.01100852958	-0.0373859197722	0.0808518768369	0.112267607626	-0.0276195816509	0.0700514765447	0.022729200728	0.0547701165601	-0.189310997236	-0.170615577648	0.215748594184	-0.00212356748782	-0.176577233707
LUAD	DTNB	1	0.0941480506087	-0.00909519279319	0.00769658945281	0.381462327581	0.0792791820547	0.00284104391198	0.0272364834342	0.167160203101	0.188575059503	-0.0427552686113	0.150949051351	-0.0201633224027	-0.0894748362398	-0.135539545238	0.0464426485142	0.0417946062347	0.0188425995716	-0.122168302336	0.0545293894169	0.155858375868	-0.00428537828725	0.0933351505627	-0.0773953595348	0.182074585849	0.174041993021	-0.033814981941	0.201661999153	0.00265370438233	0.183037170112	0.0501977789116	0.00330869046597	0.0691750527747	-0.00868610147473	0.0197536024591	0.102031157808	-0.0797603303002	0.270771389217	0.199769589891	0.017249210759	0.0658013873069	0.157892375011	0.0705597604863	0.0511732773563	0.0594220236529	0.111706736481	0.0523615701344	-0.0888203955451	0.0642071619498	-0.0481916529857
LUAD	ECPAS	1	-0.393158513225	-0.137666161441	-0.0738842408229	0.129263127744	-0.106583055553	-0.122731270904	0.0014329023672	-0.209105330265	-0.338175807072	-0.148491605123	-0.128332128936	-0.160270138766	-0.0221376698516	-0.0422301852002	-0.136877611308	0.0339868819687	-0.280325227001	0.035365628275	-0.035984085655	-0.0454472965297	-0.0129049174125	-0.0850036505019	-0.272107404749	-0.0565007175987	0.3093089813	-0.127663549636	-0.00653490519135	-0.149985271144	0.0146339393181	-0.23906462203	-0.0101704764157	-0.123538572813	-0.0723120558096	-0.140908205574	-0.0391979107117	-0.0817474762391	-0.120643044505	-0.121579560954	-0.300733300657	-0.17576226528	-0.218403386828	-0.0720059296054	-0.0872750125148	-0.303711472563	-0.153914862092	-0.111893231697	-0.17562754337	-0.105713314682	-0.323743716677
LUAD	ELK1	1	0.233649142937	0.0154578155033	0.204214935111	0.311355496442	0.110284618253	0.19195007784	0.0210260636273	0.04493233816	0.0394895795278	0.11609326241	0.0679882759735	NA	0.0151637958101	NA	0.0856398130041	0.238530490304	0.108696534447	0.0513816610787	0.0785091589795	0.0621778751223	0.142440230423	0.177698105812	0.224366938855	0.0997106472007	0.39226849555	0.0301615720881	0.0671490502177	0.19160233389	0.153006191144	0.0957849347519	0.0318826069555	0.144808200497	0.120038535792	0.15139246527	0.155564190235	NA	-6.72146266697e-4	0.0574259973767	0.133501513215	0.171559105037	0.167501541451	0.14518983336	0.173940175076	0.0763001384993	0.0943847655522	NA	0.0991369277355	0.238494044626	0.197029194531
LUAD	EVI2B	1	0.229755092105	0.0211436720772	0.0582313501986	0.51072151597	0.0348644130359	0.0251482406408	0.139482285525	0.160096508551	0.06209020698	0.0747056820765	-0.0296763899258	0.0186115040024	0.00372300751185	0.174913053162	0.133841890331	0.167821500912	0.150899564943	0.0338966628676	0.0751971748317	0.148693173427	0.0450824300851	0.114230770192	0.14034575757	0.193405852089	0.233591777912	0.0426200320912	0.0110432240535	0.222817073479	0.065637947218	-0.106730268325	0.162271962679	-0.104099957172	0.144561609322	-0.074194915513	0.214923459372	0.151326997696	0.191025202393	0.0240837872352	0.0318248405414	0.178883994022	0.155712265447	0.0562562587106	0.00639286494354	0.154463362014	-0.0430970349515	0.106281223462	-0.00755689538509	0.0589229852442	0.143883525979
