cancer	hugo_symbol	p_val	t_am	t_bm_ge	num_samples_per_cancer	num_mut_per_cancer	num_samples_per_cancer_allele	num_mut_per_cancer_allele
LUAD	TUBB8	0.0022	249	22	889	25	NA	0
LUAD	TYR	5e-5	261	0	889	45	NA	0
LUAD	UBA6	5e-5	256	0	889	32	NA	0
LUAD	UBAP2L	0.0062	245	62	889	19	NA	0
LUAD	UBR4	0.0039	259	39	889	59	NA	0
LUAD	UBR5	1e-4	259	1	889	39	NA	0
LUAD	UGGT1	0.0051	245	51	889	19	NA	0
LUAD	UGT2B7	0.0056	245	56	889	19	NA	0
LUAD	UHRF1BP1L	0.0021	249	21	889	25	NA	0
LUAD	UMOD	6e-4	253	6	889	31	NA	0
LUAD	UNC13B	1e-4	250	1	889	20	NA	0
LUAD	UNC13C	0.008	263	80	889	77	NA	0
LUAD	UNC45B	5e-5	259	0	889	39	NA	0
LUAD	UNC5A	0.0091	246	91	889	24	NA	0
LUAD	UNC5B	9e-4	251	9	889	27	NA	0
LUAD	UNC5D	0.0018	259	18	889	53	NA	0
LUAD	UNC79	0.0077	261	77	889	69	NA	0
LUAD	UNC93A	0.0022	247	22	889	21	NA	0
LUAD	URGCP	0.0044	247	44	889	23	NA	0
LUAD	USH2A	0.0096	319	96	889	251	NA	0
LUAD	USP11	0.0041	246	41	889	20	NA	0
LUAD	USP29	4e-4	262	4	889	54	NA	0
LUAD	USP6	1e-4	256	1	889	36	NA	0
LUAD	USP9X	0.0024	250	24	889	30	NA	0
LUAD	VAV1	0.0035	246	35	889	20	NA	0
LUAD	VCAN	0.0029	276	29	889	112	NA	0
LUAD	VPS13B	0.0011	262	11	889	58	NA	0
LUAD	VPS13C	8e-4	260	8	889	52	NA	0
LUAD	VPS41	0.008	246	80	889	22	NA	0
LUAD	VWA3A	0.0053	246	53	889	22	NA	0
LUAD	VWA5A	0.002	246	20	889	18	NA	0
LUAD	WDFY3	5e-5	270	0	889	66	NA	0
LUAD	WDR17	5e-4	257	5	889	39	NA	0
LUAD	WDR62	0.0022	246	22	889	18	NA	0
LUAD	WDR63	0.0018	246	18	889	18	NA	0
LUAD	WDR72	0.0059	248	59	889	26	NA	0
LUAD	WDR78	0.0035	250	35	889	30	NA	0
LUAD	WNK1	0.0045	248	45	889	26	NA	0
LUAD	WNK2	0.0048	248	48	889	26	NA	0
LUAD	XIRP1	5e-5	261	0	889	39	NA	0
LUAD	XIRP2	3e-4	319	3	889	213	NA	0
LUAD	ZAN	5e-5	278	0	889	82	NA	0
LUAD	ZDBF2	0.0089	258	89	889	62	NA	0
LUAD	ZFC3H1	5e-4	254	5	889	34	NA	0
LUAD	ZFP42	0.0013	247	13	889	19	NA	0
LUAD	ZFP57	3e-4	249	3	889	21	NA	0
LUAD	ZFYVE26	5e-5	262	0	889	44	NA	0
LUAD	ZIC4	0.0095	254	95	889	50	NA	0
LUAD	ZKSCAN2	0.0013	249	13	889	23	NA	0
LUAD	ZNF208	0.0076	265	76	889	83	NA	0
LUAD	ZNF217	5e-4	248	5	889	18	NA	0
LUAD	ZNF33A	0.0044	247	44	889	23	NA	0
LUAD	ZNF423	5e-5	271	0	889	69	NA	0
LUAD	ZNF462	5e-5	258	0	889	36	NA	0
LUAD	ZNF496	0.0018	247	18	889	21	NA	0
LUAD	ZNF516	0.0023	247	23	889	21	NA	0
LUAD	ZNF536	0.0011	290	11	889	150	NA	0
LUAD	ZNF658	0.0053	247	53	889	23	NA	0
LUAD	ZNF667	0.0023	247	23	889	21	NA	0
LUAD	ZNF716	0.0058	257	58	889	55	NA	0
LUAD	ZNF75D	0.0041	246	41	889	20	NA	0
LUAD	ZNF804A	3e-4	289	3	889	127	NA	0
LUAD	ZNF804B	0.002	267	20	889	77	NA	0
LUAD	ZNF827	0.0054	247	54	889	23	NA	0
LUAD	ZNF845	1e-4	249	1	889	19	NA	0
LUAD	ZNF91	0.0046	249	46	889	29	NA	0
LUAD	ZZEF1	0.001	252	10	889	30	NA	0
MM	BRAF	7e-4	354	7	1199	88	NA	0
MM	DST	0.0036	321	36	1199	33	NA	0
MM	FAT1	0.002	332	20	1199	52	NA	0
MM	FGFR3	5e-5	327	0	1199	33	NA	0
MM	MUC5B	0.0042	320	42	1199	32	NA	0
MM	NRAS	5e-5	480	0	1199	252	NA	0
MM	TP53	0.0014	341	14	1199	67	NA	0
MM	UNC13C	0.0098	314	98	1199	24	NA	0
PAAD	COL5A1	2e-4	1156	2	1383	28	NA	0
PAAD	DOCK10	0.0041	1148	41	1383	34	NA	0
PAAD	GNAS	5e-5	1162	0	1383	50	NA	0
PAAD	SPTA1	0.0026	1147	26	1383	37	NA	0
PAAD	TGFBR1	0.0014	1154	14	1383	28	NA	0
