dep_map_id	hugo_symbol	entrez_id	gene_effect	cancer	kras_allele	kras_codon	kras_cn	is_deleted	is_mutated	rna_expression	rna_expression_std
ACH-000683	STARD9	57519	-0.110223842037	COAD	WT	WT	2	FALSE	FALSE	0.495695162624	-0.5023218465420762
ACH-000683	THSD7A	221981	0.225461220077	COAD	WT	WT	2	FALSE	FALSE	0.18903382439	0.41024810931032246
ACH-000683	TMEM25	84866	0.114486408223	COAD	WT	WT	2	FALSE	FALSE	1.66448284036	-0.015292078227183238
ACH-000683	TSPAN8	7103	0.113317189164	COAD	WT	WT	2	FALSE	TRUE	0.713695814843	-2.1213204241058223
ACH-000820	ATP5PD	10476	-0.226114371421	COAD	G12V	12	2	FALSE	FALSE	8.75485410606	0.186759312888047
ACH-000820	DCHS1	8642	0.0159851578737	COAD	G12V	12	2	FALSE	FALSE	0.400537929584	0.0066523734043829694
ACH-000820	FAF2	23197	-0.252948939446	COAD	G12V	12	2	FALSE	FALSE	4.85598969731	0.3093314336989233
ACH-000820	GBA	2629	-0.0428992761989	COAD	G12V	12	2	FALSE	FALSE	5.50271248597	0.9650278212399386
ACH-000820	KNTC1	9735	-0.0679824022272	COAD	G12V	12	2	FALSE	FALSE	4.97177344719	-0.14134953471125805
ACH-000820	LIN7C	55327	-0.0986830081212	COAD	G12V	12	2	FALSE	FALSE	3.00360223668	-0.7567360791733627
ACH-000820	MTRF1L	54516	-0.51914054606	COAD	G12V	12	2	FALSE	FALSE	4.54101915313	1.6754321742407186
ACH-000820	NECAP2	55707	-0.137270933378	COAD	G12V	12	2	FALSE	FALSE	4.54039930563	-0.7260268347974644
ACH-000820	OCEL1	79629	0.339383264062	COAD	G12V	12	2	FALSE	FALSE	2.90496571868	-0.7952038039675153
ACH-000820	ORC4	5000	-0.848591384329	COAD	G12V	12	2	FALSE	FALSE	5.27276973244	0.9110907377284141
ACH-000820	PAX6	5080	-0.0856832440714	COAD	G12V	12	2	FALSE	FALSE	0.516015147004	-0.5921979064542526
ACH-000820	PRMT7	54496	-0.38308488288	COAD	G12V	12	2	FALSE	FALSE	5.75167794569	0.6074749940758866
ACH-000820	PSMB7	5695	-1.08660301811	COAD	G12V	12	2	FALSE	FALSE	7.84102962596	0.007580254502532824
ACH-000820	RNASE6	6039	0.154403212414	COAD	G12V	12	2	FALSE	FALSE	3.0125686735	1.4961371165946442
ACH-000820	RPP25	54913	0.12704949273	COAD	G12V	12	2	FALSE	FALSE	4.61999982982	0.9016461632717043
ACH-000820	SERPING1	710	0.0880879280696	COAD	G12V	12	2	FALSE	TRUE	0.2750070475	-0.027236482719682494
ACH-000820	STARD9	57519	-0.249355258173	COAD	G12V	12	2	FALSE	FALSE	0.713695814843	-0.2394115551137795
ACH-000820	THSD7A	221981	0.169448218959	COAD	G12V	12	2	FALSE	FALSE	0.18903382439	0.41024810931032246
ACH-000820	TMEM25	84866	0.240860584826	COAD	G12V	12	2	FALSE	FALSE	0.83995958749	-0.5328998878484911
